0.12246,0.20513
-0.66842,-0.48297
-0.80863,0.07843
0.28366,0.01176
-0.43308,0.07843
-0.83046,0.30303
-0.77722,-0.60000
-0.10617,0.48039
0.76343,0.07843
-0.43308,0.07843
-0.48984,0.07843
-0.02460,-0.03700
-0.55838,0.41176
0.71631,0.41176
-0.95667,0.08333
-0.44068,0.07843
0.71631,0.41176
-0.78679,0.14286
-0.46403,-0.03137
-0.49306,0.23188
0.71631,0.41176
-0.65960,0.07843
-0.83932,-0.05128
-0.10444,0.22764
-0.91478,0.06512
0.02598,0.27273
-0.83032,0.07843
-0.09874,0.07843
-0.87779,-0.11308
-0.81480,0.07843
-0.48160,0.07843
0.01253,0.01140
-0.43748,0.00000
0.24499,0.18576
0.19756,-0.08729
-0.35242,0.07843
-0.73849,0.10952
-0.83362,0.07843
-0.73874,-0.11785
-0.53275,0.07843
-0.36016,-0.29333
-0.98368,0.20000
-0.62200,-0.27392
-0.79128,-0.12531
-0.15580,0.07843
-0.31092,0.07843
-0.24414,0.22973
-0.76496,-0.06192
0.29628,0.07843
-0.69492,0.07843
-0.34469,0.11852
0.69474,0.12121
-0.46544,0.34524
-0.58995,0.07843
0.30600,0.20063
-0.74991,0.07843
-0.44068,0.07843
0.44277,0.07843
-0.25958,0.53333
-0.65408,0.07843
-0.96318,0.07843
-0.92899,0.07843
-0.85703,0.15556
0.00000,0.13462
-0.53870,0.23188
-0.88132,-0.27778
0.53459,0.00000
-0.80032,-0.09364
-0.25958,0.53333
0.47562,-0.48297
0.23529,-0.07246
0.55202,0.07843
0.76395,-0.33333
-0.63181,0.07843
-0.19742,0.73333
0.41619,0.00000
0.35606,0.33333
-0.95571,0.07843
-0.85703,0.15556
-0.45444,0.04444
0.59595,0.33333
0.04328,-0.28000
0.39815,0.00000
0.49280,0.21852
0.00000,0.00000
0.00809,-0.26824
-0.34896,0.45614
-0.03507,-0.37771
-0.35546,0.07843
0.53616,0.07843
0.19411,-0.48297
-0.71575,0.07843
0.35066,0.35417
-0.78288,-0.01185
-0.46544,0.34524
-0.80379,0.07843
0.12577,-0.03535
-0.72632,0.73333
-0.54221,-0.10548
-0.11082,-0.12531
0.29905,0.01307
-0.57597,0.34510
-0.40849,0.03030
0.63273,0.07843
0.50000,0.00000
-0.58784,0.07843
-0.60515,0.07843
-0.31215,0.22222
-0.10127,-0.02778
-0.66194,0.03030
0.35437,0.07843
-0.86163,-0.33333
-0.10153,-0.12531
-0.07895,0.07843
0.03412,-0.02256
-0.69847,0.08065
-0.98907,0.07843
-0.42388,-0.48297
0.67004,-0.16524
0.57403,0.07843
-0.42388,-0.48297
-0.42388,-0.48297
-0.65208,-0.05882
-0.49801,0.07843
0.09323,-0.12354
-0.73317,0.23529
-0.11888,0.31818
0.75975,0.08602
-0.39330,0.33333
-0.10153,-0.12531
-0.24528,-0.24150
-0.76825,0.41176
-0.77532,0.07843
-0.59476,0.07843
-0.72145,0.72414
-0.53142,0.03245
-0.87106,0.07879
0.25766,-0.12157
-0.83332,0.07843
-0.47089,0.00000
-0.79412,0.42667
-0.25000,0.41176
-0.20579,-0.02005
-0.23564,0.07843
-0.75169,-0.12157
-0.35546,0.07843
0.29955,0.07843
0.45378,0.00000
-0.99841,-0.32737
-0.58725,0.07843
0.08150,-0.31237
0.29512,0.07843
-0.55085,0.40580
-0.89005,0.07843
-0.11082,-0.12531
-0.51585,0.34524
0.03888,0.17508
-0.89354,0.14035
-0.62726,0.12144
-0.86067,0.07843
0.67270,0.62963
-0.79973,-0.18824
0.04328,-0.28000
-0.41811,0.16718
0.85366,0.30952
-0.57719,0.07843
0.56156,0.23810
-0.46693,0.07843
-0.84610,0.07843
-0.79699,0.14815
-0.35546,0.07843
-0.19450,-0.00490
-0.50526,0.07843
0.76809,0.07843
0.83014,0.08967
-0.50151,0.30303
-0.36466,0.07843
0.49019,0.03175
0.98055,0.53846
-0.89961,0.06667
0.51020,0.20124
-0.83787,0.45614
-0.41370,-0.33333
-0.09345,0.00000
-0.25958,0.53333
-0.35546,0.07843
-0.47771,-0.04977
0.04010,0.00000
-0.61803,-0.73913
-0.46433,-0.38824
-0.82724,0.12821
-0.96230,0.07843
-0.80032,-0.09364
-0.80444,0.00000
-0.10709,0.07843
-0.85443,-0.06972
0.04328,-0.28000
-0.78156,0.07843
0.12599,-0.10897
0.53280,0.07843
-0.54057,0.00000
-0.79699,0.16667
0.55779,-0.15942
0.05675,0.39394
0.17908,-0.10256
-0.37500,-0.84615
0.01468,0.07843
-0.97350,0.36667
-0.99351,-0.17444
0.10884,0.07843
-0.82185,-0.01634
-0.50314,-0.30303
-0.62592,0.30924
-0.04636,-0.48297
-0.08971,-0.05492
0.06806,0.07843
0.40603,-0.39776
-0.81411,0.12821
-0.00843,-0.06838
-0.73989,0.27592
-0.92206,0.29630
-0.22621,0.31081
0.67485,0.43137
0.04328,-0.28000
0.71984,0.07843
-0.65109,0.38095
-0.60431,0.07843
-0.10444,0.22764
-0.02262,-0.08947
0.00328,-0.03571
0.00000,0.01087
-0.43308,0.07843
-0.85421,0.07843
-0.44291,0.07843
0.56492,0.41667
-0.42698,0.12121
-0.35667,0.07843
-0.51973,0.07843
0.09900,0.07843
-0.35000,0.13462
0.45378,0.00000
0.45378,0.00000
0.45378,0.00000
-0.61998,-0.16399
0.63848,0.07843
-0.15937,0.07843
-0.11082,-0.12531
-0.92460,0.07843
-0.23858,0.07843
-0.64045,-0.01786
-0.42393,0.07843
-0.37335,0.40741
0.15706,0.05128
0.00729,0.07843
-0.33902,0.28205
-0.15937,0.07843
-0.49495,0.02667
-0.67875,0.68000
-0.79436,-0.10783
-0.62398,0.21212
0.03383,0.07843
0.50935,0.09722
-0.76755,0.07843
-0.50000,0.45614
-0.58445,0.16431
0.78332,-0.08824
0.92753,0.01053
0.75729,-0.08668
0.34785,0.00000
0.49605,-0.06730
-0.50775,0.23188
-0.44444,-0.02778
-0.85186,-0.02370
0.29324,0.00000
-0.90786,0.07843
0.00898,0.47368
-0.13599,0.00000
-0.60627,0.45614
-0.79048,0.03679
-0.21837,0.22667
-0.05241,0.15556
-0.27859,0.07843
-0.28689,-0.01940
-0.92782,0.07843
-0.35546,0.07843
-0.92782,0.07843
0.07374,0.07843
-0.80964,0.07843
0.55664,0.07843
-0.52079,0.06667
0.02332,-0.02564
-0.55535,0.07843
0.40912,-0.23392
-0.06605,0.12821
-0.92782,0.07843
-0.27859,0.07843
-0.26333,0.30952
-0.77594,0.07843
-0.58373,0.03030
-0.27859,0.07843
-0.92782,0.07843
-0.92782,0.07843
-0.92782,0.07843
-0.27859,0.07843
-0.92782,0.07843
-0.92782,0.07843
-0.27859,0.07843
-0.07583,0.56522
-0.94062,-0.47712
-0.57294,0.43137
0.97972,0.11218
0.02051,0.32520
-0.08000,0.00000
-0.80289,0.06250
0.81742,0.27957
-0.67302,0.07843
-0.11238,0.01326
-0.82967,0.07843
-0.52855,0.00000
-0.90962,0.07843
0.48033,0.00000
0.35492,0.18182
-0.34661,0.07843
-0.39516,0.07843
-0.80862,-0.26565
0.16871,0.07843
-0.28308,0.07843
0.68703,-0.18475
-0.49347,0.07843
0.46429,-0.20986
0.43723,0.39535
-0.92468,0.07843
-0.34722,0.07356
-0.97303,0.05797
-0.89209,0.05797
0.82070,0.12467
-0.54778,0.07843
0.45378,0.00000
0.30885,0.65217
-0.58027,-0.25490
0.36631,-0.16667
-0.15616,0.73333
-0.77311,0.07843
0.50000,0.00000
-0.51585,0.34524
-0.12511,0.41176
-0.23113,0.16667
-0.33054,0.00000
-0.96154,0.23188
-0.92073,0.07843
-0.87177,0.41176
-0.11082,-0.12531
0.18605,0.07843
-0.42895,-0.32143
-0.57719,0.07843
-0.66667,-0.11492
-0.82352,-0.16399
-0.17829,0.09231
-0.46403,-0.03137
0.47908,-0.39776
-0.96983,0.12121
-0.94498,0.07843
0.41097,-0.04706
-0.69638,-0.25815
-0.21728,0.07843
-0.72917,0.07843
0.05647,0.07843
-0.93186,0.07843
-0.63075,0.07843
-0.35546,0.07843
-0.37928,0.73333
0.04328,-0.28000
0.37687,0.09783
-0.13841,-0.11204
-0.97230,0.07843
0.40714,0.07843
-0.13899,-0.39776
-0.61875,-0.22408
-0.66187,0.07843
-0.57609,0.07843
-0.91129,0.07843
-0.68247,0.20000
-0.50272,0.07843
-0.85703,0.15556
-0.70626,0.03030
-0.43860,0.40860
0.27804,0.07843
0.74934,-0.10256
-0.73849,0.10952
0.00000,-0.02778
0.40714,0.07843
-0.50000,0.13012
-0.33972,-0.11765
0.04328,-0.28000
0.43506,0.03030
-0.23733,0.07843
0.82961,-0.30000
-0.57411,0.07843
-0.91296,-0.15074
-0.46143,-0.24677
-0.80032,-0.09364
0.18388,0.01026
0.31671,0.26667
-0.32525,0.45614
