0.29626,0.21212,5.00000
0.04609,0.00000,5.00000
-0.76249,-0.04977,0.00000
0.36265,0.00000,9.00000
-0.80666,0.11765,0.00000
0.00000,0.00000,5.00000
-0.61486,0.07843,1.00000
-0.74930,0.28571,0.00000
0.50680,0.07843,9.00000
0.01207,0.28205,5.00000
0.67517,0.07843,9.00000
-0.35878,0.00000,1.00000
-0.96665,0.07843,0.00000
0.67800,0.07843,9.00000
-0.01138,0.24865,5.00000
-0.73488,0.41176,2.00000
-0.55497,0.00000,1.00000
-0.27808,0.00000,1.00000
0.06250,0.07843,5.00000
-0.84546,0.07843,0.00000
0.65814,0.00000,9.00000
0.70311,0.07843,9.00000
-0.22906,0.42857,2.00000
0.46535,0.00478,9.00000
-0.12194,0.00000,5.00000
-0.96768,0.33333,0.00000
-0.98317,0.07843,0.00000
-0.77902,0.07843,0.00000
-0.13712,0.00000,5.00000
-0.66667,0.07843,0.00000
-0.58377,-0.15000,1.00000
0.51226,0.07843,9.00000
0.87936,0.41176,10.00000
-0.25859,0.73333,2.00000
-0.73856,0.07843,0.00000
-0.01988,0.50000,5.00000
-0.25000,-0.05585,7.00000
0.90463,-0.03811,9.00000
-0.36615,0.70000,2.00000
-0.78518,0.07843,0.00000
-0.98997,0.07843,0.00000
-0.83448,0.07843,0.00000
0.69906,0.08286,9.00000
-0.49676,0.07843,1.00000
0.81529,0.01000,9.00000
-0.41834,0.07843,1.00000
-0.65853,0.07843,0.00000
-0.24708,0.07843,1.00000
-0.99082,0.23188,0.00000
-0.83345,-0.17728,4.00000
-0.66788,0.00000,0.00000
-0.25000,-0.48297,3.00000
-0.29827,0.07843,1.00000
-0.49890,0.07843,1.00000
0.71535,0.07843,9.00000
-0.46065,-0.20986,3.00000
0.43890,0.00000,9.00000
-0.31142,-0.42157,3.00000
-0.77802,0.07843,0.00000
-0.32661,0.48000,2.00000
-0.25000,-0.48297,3.00000
0.54726,-0.02005,9.00000
-0.26821,0.05820,1.00000
-0.30306,0.07843,1.00000
-0.96634,0.45614,0.00000
-0.97511,0.03030,0.00000
-0.23529,0.22167,5.00000
-0.96419,0.07843,0.00000
-0.98092,0.07843,0.00000
-0.63827,-0.15361,4.00000
0.22439,0.25000,5.00000
-0.97067,-0.33333,4.00000
-0.93214,0.07843,0.00000
-0.85445,0.03030,0.00000
-0.62428,0.18646,0.00000
-0.58078,0.07843,1.00000
0.26854,0.15251,5.00000
-0.01650,0.09469,5.00000
-0.38525,0.45614,2.00000
0.94598,0.07843,9.00000
-0.81683,0.07843,0.00000
-0.24761,0.07843,1.00000
0.76065,-0.00490,9.00000
0.18168,-0.53714,6.00000
0.16985,0.45614,5.00000
-0.25000,-0.28054,7.00000
0.36265,0.00000,9.00000
-0.67683,0.07843,0.00000
-0.93798,0.07843,0.00000
-0.59217,0.07843,1.00000
0.76793,0.41176,10.00000
-0.49634,-0.46324,3.00000
-0.99664,0.07843,0.00000
-0.55497,-0.43461,3.00000
-0.20727,0.07843,5.00000
0.40498,0.08923,9.00000
-0.66667,0.00636,0.00000
-0.50350,0.00000,1.00000
-0.55497,0.06452,1.00000
-0.87463,0.08333,0.00000
-0.69844,-0.21053,4.00000
-0.36807,0.45614,2.00000
0.57686,0.08364,9.00000
-0.30227,0.27273,2.00000
-0.95094,0.07843,0.00000
-0.96080,0.07843,0.00000
-0.46713,0.45614,2.00000
0.00000,0.00000,5.00000
-0.41914,0.07843,1.00000
-0.75046,0.07843,0.00000
-0.99332,0.07843,0.00000
-0.25643,-0.33333,7.00000
0.23717,-0.10783,6.00000
-0.09130,-0.34824,7.00000
-0.63924,0.34667,2.00000
-0.63259,0.00000,1.00000
0.34437,0.01471,9.00000
0.14705,0.43590,5.00000
-0.57851,0.45614,2.00000
0.01242,-0.02960,5.00000
-0.81851,0.07843,0.00000
-0.69618,0.45614,2.00000
-0.97859,0.07843,0.00000
-0.97899,0.20952,0.00000
-0.64105,0.03030,1.00000
-0.36149,0.07843,1.00000
-0.68617,0.07843,0.00000
-0.47437,0.07843,1.00000
-0.48803,0.36364,2.00000
0.70311,0.07843,9.00000
0.03583,0.21212,5.00000
-0.65450,0.34545,2.00000
0.00000,-0.11529,7.00000
-0.53537,0.06388,1.00000
-0.55497,0.00000,1.00000
-0.32033,0.07843,1.00000
-0.90063,0.07843,0.00000
-0.53545,0.08187,1.00000
0.31461,-0.08947,6.00000
-0.25688,-0.33333,7.00000
-0.08628,0.00000,5.00000
-0.51794,0.07843,1.00000
0.50896,0.11406,9.00000
-0.16448,0.52381,2.00000
-0.76644,0.26316,0.00000
0.73282,0.15251,9.00000
-0.50902,-0.53456,3.00000
-0.96847,0.28205,0.00000
0.14816,0.00000,5.00000
0.71012,0.07843,9.00000
-0.58613,-0.08824,1.00000
-0.87678,0.07843,0.00000
-0.55497,0.00000,1.00000
-0.09315,0.00000,5.00000
-0.40697,0.35256,2.00000
-0.90339,0.30952,0.00000
0.35701,0.00000,9.00000
-0.68874,0.38609,2.00000
0.77059,0.07843,9.00000
-0.55919,0.34667,2.00000
-0.43974,0.00000,1.00000
-0.59098,0.25000,2.00000
-0.73264,0.07843,0.00000
-0.43370,0.07843,1.00000
-0.95947,0.22222,0.00000
-0.83593,0.07843,0.00000
-0.67291,0.00000,0.00000
0.03561,0.41176,5.00000
-0.92380,0.07843,0.00000
-0.96020,0.07843,0.00000
-0.89354,0.15251,0.00000
-0.87309,-0.01667,0.00000
-0.48140,0.07843,1.00000
0.24281,0.07843,5.00000
-0.56640,0.07843,1.00000
-0.22727,0.73333,2.00000
-0.34261,-0.35747,3.00000
-0.37396,0.00254,1.00000
-0.48507,0.07843,1.00000
-0.64405,0.07843,0.00000
-0.55668,0.43137,2.00000
0.36439,0.33333,10.00000
-0.68460,0.19048,0.00000
-0.15506,-0.48297,7.00000
-0.98854,0.12121,0.00000
-0.48100,0.07843,1.00000
0.31977,0.00000,6.00000
-0.66667,-0.05291,0.00000
-0.74336,0.07843,0.00000
-0.39296,-0.68000,3.00000
-0.10054,0.00000,5.00000
-0.98746,0.07843,0.00000
-0.88855,0.07843,0.00000
-0.37500,-0.84615,3.00000
0.36265,0.00000,9.00000
0.00000,0.25436,5.00000
-0.44110,0.07843,1.00000
-0.88774,0.07843,0.00000
0.20945,-0.48297,6.00000
-0.59330,0.28846,2.00000
-0.86290,0.00000,0.00000
0.61219,0.23008,9.00000
0.08233,0.09881,5.00000
0.00000,0.00000,5.00000
-0.72960,0.07843,0.00000
-0.54418,0.31884,2.00000
-0.99125,0.07843,0.00000
0.10038,-0.48297,6.00000
-0.39117,-0.33333,3.00000
-0.50141,0.07843,1.00000
-0.17433,0.12903,5.00000
-0.69347,0.18750,0.00000
-0.92211,-0.19137,4.00000
-0.17272,0.07843,5.00000
-0.92352,0.07843,0.00000
0.16163,0.07843,5.00000
-0.78125,0.07843,0.00000
0.03650,0.00000,5.00000
0.04163,0.00000,5.00000
-0.70429,0.06667,0.00000
-0.93865,0.07843,0.00000
-0.98786,0.31969,0.00000
-0.49393,0.00000,1.00000
-0.35977,0.39394,2.00000
-0.21877,0.00000,7.00000
-0.70670,-0.47712,4.00000
-0.65148,0.00000,1.00000
-0.56601,0.00000,1.00000
-0.69618,0.13725,0.00000
0.13928,0.36364,5.00000
0.06081,0.41176,5.00000
-0.50135,0.00000,1.00000
-0.95574,0.07843,0.00000
-0.50015,0.32298,2.00000
0.18437,-0.46324,6.00000
0.11954,-0.33333,6.00000
-0.11082,-0.12531,7.00000
-0.93705,-0.02963,0.00000
0.02973,0.05641,5.00000
-0.67364,-0.19048,4.00000
-0.03996,0.07843,5.00000
-0.19775,0.31884,5.00000
-0.46154,-0.02778,1.00000
0.42874,0.07843,9.00000
0.00000,0.07843,5.00000
-0.82316,-0.09789,4.00000
-0.56081,0.40580,2.00000
0.36265,0.00000,9.00000
-0.94452,0.18424,0.00000
-0.35854,0.07843,1.00000
0.18023,0.00000,5.00000
0.84167,0.06667,9.00000
-0.75123,0.07843,0.00000
0.74111,0.07843,9.00000
-0.65909,-0.11694,4.00000
0.72147,0.26667,9.00000
0.48153,-0.35747,11.00000
-0.46337,0.07843,1.00000
-0.73904,0.07843,0.00000
0.03061,-0.36870,6.00000
-0.66667,0.07843,0.00000
-0.32818,0.07843,1.00000
-0.56348,0.45614,2.00000
0.27516,0.41176,10.00000
-0.15693,0.39394,5.00000
0.60153,0.07843,9.00000
-0.33585,0.00000,1.00000
0.25846,0.23188,5.00000
0.00000,-0.08940,7.00000
-0.28614,0.07843,1.00000
-0.48945,0.41176,2.00000
-0.44794,0.07843,1.00000
0.58087,0.07843,9.00000
-0.49004,-0.03612,1.00000
0.15479,0.56250,10.00000
-0.63043,0.09697,1.00000
-0.40755,-0.33333,3.00000
-0.44110,0.07843,1.00000
-0.74920,-0.34884,4.00000
0.77668,0.00000,9.00000
-0.49633,0.34783,2.00000
0.42634,0.00000,9.00000
-0.82716,0.07843,0.00000
-0.92349,0.10417,0.00000
0.19512,0.00000,5.00000
-0.73706,0.09630,0.00000
0.17196,0.00000,5.00000
0.69407,0.41176,10.00000
-0.44209,0.07843,1.00000
0.01631,0.45614,5.00000
-0.43131,0.00000,1.00000
0.78095,0.07843,9.00000
-0.26316,0.03030,1.00000
-0.99284,0.03030,0.00000
-0.37219,0.61538,2.00000
-0.70687,0.04233,0.00000
0.65314,-0.11905,11.00000
-0.94966,0.33538,0.00000
-0.24000,-0.02778,7.00000
-0.66667,0.07843,0.00000
-0.54624,0.34483,2.00000
-0.44592,0.00000,1.00000
-0.53966,0.41176,2.00000
-0.64592,0.00000,1.00000
-0.72251,0.45614,2.00000
-0.10153,-0.12531,7.00000
-0.58698,0.07843,1.00000
0.02376,-0.09790,7.00000
-0.79851,0.45614,2.00000
-0.62500,0.07843,1.00000
-0.89212,0.00000,0.00000
0.66017,-0.16601,11.00000
-0.45976,0.07843,1.00000
-0.81088,0.00000,0.00000
-0.80666,0.11765,0.00000
-0.81605,-0.05405,0.00000
-0.76204,0.07843,0.00000
-0.42236,0.41176,2.00000
-0.96236,0.00000,0.00000
0.66838,0.48851,10.00000
-0.64260,-0.02574,1.00000
-0.36389,0.17241,1.00000
-0.29539,0.03736,1.00000
0.00805,0.07843,5.00000
0.69573,-0.08824,11.00000
-0.15666,-0.31551,7.00000
-0.10992,0.11111,5.00000
-0.25791,0.07843,1.00000
-0.93434,0.45614,0.00000
-0.98481,0.35088,0.00000
-0.89172,0.00000,0.00000
-0.53526,0.07843,1.00000
-0.69318,0.07843,0.00000
-0.53178,0.00000,1.00000
0.02605,0.07843,5.00000
-0.20749,-0.09783,7.00000
-0.72008,-0.34450,4.00000
-0.74381,0.40000,2.00000
-0.04363,0.00000,5.00000
0.06720,0.07843,5.00000
-0.01613,0.10952,5.00000
0.29523,0.59259,10.00000
0.02844,0.00000,5.00000
-0.88586,-0.48297,4.00000
-0.67303,-0.01324,0.00000
-0.56344,0.11111,1.00000
-0.84857,0.23423,0.00000
-0.50000,0.19231,1.00000
-0.56250,-0.17647,1.00000
-0.66650,0.07843,0.00000
-0.69936,0.07843,0.00000
-0.67831,0.07843,0.00000
-0.62094,0.07843,1.00000
-0.69802,0.07843,0.00000
-0.07393,0.07843,5.00000
-0.13717,0.07843,5.00000
-0.11082,-0.12531,7.00000
-0.45230,0.31373,2.00000
-0.70854,0.00000,0.00000
-0.55497,0.00000,1.00000
-0.78928,0.08130,0.00000
0.02302,-0.02824,5.00000
-0.96667,0.07843,0.00000
0.80012,-0.48297,8.00000
-0.45422,0.07843,1.00000
-0.58938,0.07843,1.00000
-0.65494,0.38095,2.00000
0.01233,-0.01786,5.00000
-0.79850,0.07843,0.00000
-0.50640,0.07843,1.00000
0.00000,-0.14902,7.00000
-0.66667,0.07843,0.00000
0.20273,0.31373,5.00000
0.20816,0.07843,5.00000
-0.46577,0.00000,1.00000
-0.70133,0.20000,0.00000
-0.40000,0.18088,1.00000
0.48674,-0.24324,11.00000
-0.55270,-0.00699,1.00000
-0.12500,-0.10458,7.00000
-0.06994,-0.05882,7.00000
-0.84717,0.07843,0.00000
-0.83460,0.07843,0.00000
-0.57783,0.40000,2.00000
-0.72033,0.07843,0.00000
-0.25908,-0.12121,7.00000
-0.84583,0.07843,0.00000
-0.37785,0.11111,1.00000
-0.24132,0.07843,1.00000
-0.97320,0.22222,0.00000
-0.16911,-0.22926,7.00000
-0.33662,0.07843,1.00000
-0.67602,0.24038,0.00000
-0.51386,0.08604,1.00000
0.26963,0.08333,5.00000
0.07097,-0.13492,6.00000
-0.53040,0.12121,1.00000
-0.65937,0.02667,0.00000
-0.60753,0.07843,1.00000
0.02657,-0.12727,7.00000
0.36265,0.00000,9.00000
0.13527,0.16851,5.00000
-0.88637,0.07843,0.00000
0.03559,0.07843,5.00000
0.31366,0.00000,6.00000
0.58424,0.00000,9.00000
